FID,community,transaction prices,total square footage,avg square footage,total amount,volume,latitude,longitude,INPUT_FID,DISTANCE to SP,Distance to ZGC
526,___,59220,165.32,82.66,9800084.96,2,39.98770263,116.332716,526,7502.565913,1673.334424
527,___,68454.89655,3031.25,52.26293103,207523541.7,58,39.98639639,116.3366424,527,7794.807746,1906.509567
528,______,93334,60,60,5600040,1,39.98815878,116.3209042,528,6986.79593,964.2636166
529,______,96888,605.44,67.27111111,58189069.56,9,39.9865398,116.3186381,529,7066.983185,714.5775435
530,______,64716,61.5,61.5,3980034,1,39.99106384,116.322059,530,6748.10561,1278.43651
531,________,67299,142.35,71.175,9650044.92,2,39.99538686,116.3434146,531,7351.861333,2815.493034
532,____one,63243.175,3128.68,78.217,214638472.3,40,39.98662152,116.3303091,532,7500.993232,1454.152961
533,____,87941.42553,4662.31,99.19808511,395532445.2,47,39.991246,116.337077,533,7382.482346,2155.504508
534,__,65229.71429,1607.21,229.6014286,103850960.9,7,40.01414,116.321764,534,4690.672478,3697.103271
535,______,54687.45,1742.8,87.14,94385932.69,20,40.001798,116.338466,535,6573.702915,2998.670105
536,____,82364,66.17,66.17,5450025.88,1,39.991401,116.331107,536,7093.659167,1783.354701
537,___20__,65256,1069.19,59.39944444,69750616.68,18,39.990584,116.344338,537,7796.154494,2626.024668
538,______,39157,83,83,3250031,1,39.98666451,116.32753,538,7383.994457,1261.927998
539,____,99541.55556,1208.39,67.13277778,117655395.2,18,39.958582,116.3326149,539,10338.45593,2950.333996
540,___77__,48218,101,50.5,4870018,2,39.907838,116.272045,540,15091.90131,8764.999464
541,___17__,59223.625,465.8,58.225,27640251.5,8,39.917727,116.2625409,541,14039.87995,8082.078539
542,___2__,51872.90476,1138.6,54.21904762,59460515.5,21,39.914849,116.273401,542,14310.64033,8003.544748
543,___3__,57870.59259,1636.1,60.5962963,93375944.21,27,39.914849,116.273401,543,14310.64033,8003.544748
544,___5__,51201.33333,1561.22,57.82296296,80337767.5,27,39.918846,116.26726,544,13888.54343,7800.493802
545,____,50336.51852,8942.22,110.3977778,437388370.6,81,39.901367,116.280961,545,15803.4601,9228.26534
546,___34__,47095.6,274.39,54.878,12990087.13,5,39.89823491,116.2674144,546,16172.59827,9889.021527
547,___79__,52768.64286,756.8,54.05714286,39690358,14,39.909906,116.272498,547,14861.28231,8538.428403
548,___40__,81365.36364,638.6,58.05454545,51690255.5,11,39.89835811,116.2620944,548,16185.9565,10031.40603
549,___42__,78728.6,295.83,59.166,23470142.82,5,39.89835811,116.2620944,549,16185.9565,10031.40603
550,___44__,78170,140.72,140.72,11000082.4,1,39.89845888,116.2593379,550,16192.91671,10107.27349
551,___8__,48168,114.6,57.3,5520036,2,39.89898914,116.2742024,551,16069.63466,9633.568328
552,____12__,54966,43.3,43.3,2380027.8,1,39.89867453,116.2733036,552,16106.12951,9688.697478
553,____20__,60489.4,193,38.6,11620104.8,5,39.89900717,116.2676489,553,16086.01815,9802.454143
554,____26_,54942.33333,253.8,84.6,13910155.8,3,39.89879918,116.2750674,554,16089.49344,9632.887998
555,____40__,82875.5,298.5,74.625,24740137.7,4,39.89900717,116.2676489,555,16086.01815,9802.454143
556,____,40026,169.89,169.89,6800017.14,1,39.91261019,116.2675196,556,14578.46237,8414.475827
557,_____,51672.16667,356.46,59.41,18415206.89,6,39.90856152,116.3433458,557,15823.17231,8420.157786
558,_____47__,70839.5,155.6,77.8,11020034,2,39.9101239,116.272472,558,14837.16248,8516.683038
559,_____7__,37754,54.3,54.3,2050042.2,1,39.919978,116.274415,559,13739.36491,7448.975604
560,____,71018.85714,652.08,93.15428571,46365110.85,7,39.897901,116.269371,560,16202.34187,9870.582753
561,___15_,63615.66667,135.7,45.23333333,8630059.7,3,39.921599,116.263484,561,13605.25212,7671.907163
562,___17__,60854.33333,315.1,52.51666667,18415171.9,6,39.9210179,116.2646699,562,13662.06338,7682.533075
563,______,66663.4,384.95,76.99,25110196.52,5,39.920453,116.344379,563,14604.88895,7187.999619
564,___18__,45281,100.6,50.3,4540049.4,2,39.920722,116.262997,564,13705.51805,7775.115605
565,___22__,50338,103.4,51.7,5260049.2,2,39.921133,116.264853,565,13648.22161,7664.453181
566,___30__,43730,60.6,60.6,2650038,1,39.919658,116.2648439,566,13811.56817,7808.200031
567,___57__,49412.8,287.6,57.52,14335083.2,5,39.910536,116.2608659,567,14846.7447,8847.713873
568,___70__,65610,230.1,76.7,14960029.8,3,39.9100139,116.268528,568,14862.02038,8645.500738
569,___85__,44805,602.14,60.214,26870265.94,10,39.910126,116.2638979,569,14872.44817,8783.742787
570,___96__,85518,86.2,43.1,7370023.2,2,39.9033749,116.264912,570,15614.52705,9433.363487
571,___98__,76608.66667,190.1,63.36666667,14085128.2,3,39.903033,116.264667,571,15653.68605,9475.744358
572,_____5__,71256.66667,164.25,54.75,11700069.33,3,39.9059012,116.2655018,572,15331.61318,9157.907541
573,___,46080.4,714.78,71.478,32520617.68,10,39.90673,116.263459,573,15251.01072,9139.221985
574,____19__,54986.5,426.71,106.6775,23460297.84,4,39.920722,116.262997,574,13705.51805,7775.115605
575,_____,78772.65,2745.57,68.63925,209281294.8,40,39.905143,116.263066,575,15429.03569,9312.020392
576,_____,48546.09804,4324.73,84.79862745,208402762.4,51,39.91969461,116.2666924,576,13797.33321,7737.046808
577,_____,80168.33333,387.61,129.2033333,31070233.15,3,39.92038957,116.2540891,577,13819.44145,8172.25293
578,____,91500.88235,2307.16,135.7152941,209761311.7,17,39.91610366,116.2730376,578,14172.18775,7886.140428
579,____,61983,513.06,85.51,32650279.26,6,39.92010326,116.2588075,579,13805.92139,8000.521628
580,____16__,84473.53333,907.83,60.522,75925403.15,15,39.9038119,116.261309,580,15587.39225,9503.302996
581,____3__,72910.92857,1065.09,76.07785714,77095696.12,14,39.904202,116.268668,581,15505.97445,9236.707108
582,____,30151.66667,137.71,45.90333333,4370066.91,3,39.905592,116.265258,582,15367.11478,9196.944395
583,___30__,74644.28571,707.6,50.54285714,52440214.75,14,39.9070789,116.273079,583,15173.73725,8815.097268
584,___,51223.68182,1455.12,66.14181818,74745758.22,22,40.04033786,116.2854002,584,654.1937841,6886.600295
585,_____,63114.08889,6103.09,135.6242222,381163458.5,45,40.04863458,116.2489976,585,2343.477999,8963.854813
586,_____,61190.13333,1738.99,115.9326667,101730722.9,15,40.03154871,116.2644922,586,1726.707925,6720.44642
587,______,71441.03846,2924.27,112.4719231,206981501.6,26,40.04783201,116.2520096,587,2096.298996,8761.806374
588,_____,67497.36364,7539.38,342.6990909,489463698.4,22,40.0350907,116.266722,588,1316.575403,6959.117383
589,___,65992.125,589.15,73.64375,38925216.32,8,40.04733724,116.2598278,589,1496.223335,8402.706701
590,____,59460.29412,1784.83,104.99,111955840.4,17,40.04415337,116.2896536,590,868.9260957,7200.458704
591,____,74242.89189,5495.1,74.25810811,402091808.5,74,40.04805475,116.2521365,591,2092.317015,8777.352331
592,___,48939.25,338.75,84.6875,16770093.2,4,40.04032309,116.2859353,592,689.5527639,6872.257642
593,____,54175.4,1417.5,141.75,78260591.33,10,40.05443504,116.3082263,593,2594.952451,8118.513731
594,___,48087.41026,5642.86,72.34435897,268695767.1,78,40.05120174,116.2966488,594,1637.180612,7854.561993
595,___,54875.25,1019.57,127.44625,56160469.19,8,40.04652328,116.3072534,595,2251.207405,7245.394348
596,___,40203.90816,9627.32,98.23795918,374857422,98,40.04922382,116.3046786,596,2120.893289,7559.245122
597,_____2__,58831.04,3448.35,137.934,206509908.3,25,40.05398597,116.3048357,597,2340.348982,8085.204087
598,_____1__,63128.21053,4473.27,117.7176316,273079906.6,38,40.05398597,116.3048357,598,2340.348982,8085.204087
599,____,51214.84211,2122.95,111.7342105,108601226.1,19,40.0561207,116.3067273,599,2587.373401,8311.553543
600,____,50636.45455,6185.95,140.5897727,311817876.5,44,40.06293639,116.358594,600,6558.559209,9714.589502
601,______,41557.88235,1323.42,77.84823529,54585449.92,17,40.06125771,116.3661585,601,7060.678148,9772.408522
602,______,47408.55319,2619.62,55.73659574,123469374,47,40.05129987,116.324642,602,3672.896517,7812.989732
603,_____41__,48495.66667,144.32,48.10666667,7000019.48,3,40.06008876,116.3422079,603,5258.438555,9023.495198
604,______,44918.66667,531.25,59.02777778,23910236.6,9,40.06058106,116.3478492,604,5687.634702,9194.579983
605,____,44283.23404,4831.4,102.7957447,206870527.9,47,40.05615711,116.3307049,605,4273.742268,8412.200443
606,___,41251.76923,896.42,68.95538462,36600424.68,13,40.06325115,116.3648601,606,7029.323613,9932.697056
607,___,43715.70238,8826,105.0714286,373432842.6,84,40.06372191,116.3466283,607,5724.73003,9502.346313
608,____A_,69685.6,910.59,182.118,63300328.22,5,40.0515675,116.3285334,608,3972.916601,7882.53423
609,____A_,51082.22727,1913.53,86.97863636,97015936.86,22,40.05382505,116.3229135,609,3619.986336,8077.905392
610,____B_,65304.25,839.08,209.77,54700311.26,4,40.0515675,116.3285334,610,3972.916601,7882.53423
611,____,67608.27717,13144.14,71.43554348,872480462.1,184,40.05842647,116.3401715,611,5048.172614,8806.057296
612,____,38661.75,365.45,91.3625,14130235.89,4,40.05673163,116.357279,612,6268.697486,9037.000639
613,___,46306.59091,1700.04,77.27454545,77784696.7,22,40.05247271,116.3278728,613,3946.691021,7974.398739
614,____,47512.91228,4735.67,83.08192982,220752968,57,40.06238962,116.3517633,614,6040.317957,9478.046857
615,_______,40858,791.14,79.114,32500501.61,10,40.06371324,116.3599699,615,6687.428679,9833.813026
616,_______,51526,957.58,106.3977778,49620433.42,9,40.06371324,116.3599699,616,6687.428679,9833.813026
617,____C_,52121.33929,5359.24,95.70071429,274925089.5,56,40.05382505,116.3229135,617,3619.986336,8077.905392
618,____,46843.125,1615.14,100.94625,76030851.98,16,40.0605611,116.3756692,618,7751.424264,10036.09695
619,___8__,38532.46154,775.77,59.67461538,29840355.56,13,40.06245151,116.3411359,619,5278.5836,9257.949134
620,____,46418.7,717.8,71.78,32243357.15,10,40.06214353,116.3422655,620,5345.793999,9245.673563
621,____,42109.47368,1241.2,65.32631579,51915632.8,19,40.05210583,116.3258395,621,3784.198662,7912.920923
622,______,43222.32836,4618.96,68.93970149,199364369.9,67,40.06125771,116.3661585,622,7060.678148,9772.408522
623,___,40458,395.46,98.865,15980062.24,4,40.06126817,116.3508253,623,5930.120403,9337.025095
624,____,44295.8,1639.95,109.33,71360723.54,15,39.963627,116.246483,624,9227.263481,5523.701191
625,_____C_,46035,210.71,210.71,9700034.85,1,39.959252,116.243543,625,9756.713248,5921.808855
626,_____F_,56417,658.88,219.6266667,36350617.52,3,39.959252,116.243543,626,9756.713248,5921.808855
627,_____J_,33115,665.9,332.95,18000283.1,2,39.959252,116.243543,627,9756.713248,5921.808855
628,_____K_,69376,373.05,186.525,25600084.14,2,39.959252,116.243543,628,9756.713248,5921.808855
629,_____L_,50572,197.74,197.74,10000107.28,1,39.959252,116.243543,629,9756.713248,5921.808855
630,____,64431,320.5,320.5,20650135.5,1,39.979977,116.216644,630,8539.648242,7471.25266
631,_____,36348,57.5,57.5,2090010,1,39.992621,116.208735,631,7826.939136,8176.854933
632,____,34762,590.6,65.62222222,21180224.74,9,39.943284,116.226279,632,11857.25957,7945.951353
633,___,34001,470.58,470.58,16000190.58,1,39.9927597,116.1919861,633,8761.096352,9462.832319
634,________,48342,900.11,450.055,43500455.97,2,39.97165232,116.2348308,634,8681.635776,6157.270186
635,________,66844,312.14,156.07,21000060.92,2,39.97165232,116.2348308,635,8681.635776,6157.270186
636,___,50817,727.66,363.83,37500287.76,2,39.9464354,116.2198054,636,11713.88089,8203.265608
637,____E_,46833,256.23,256.23,12000019.59,1,39.95247963,116.2273243,637,10873.02326,7379.028142
638,______,51623,339,339,17500197,1,39.95247963,116.2273243,638,10873.02326,7379.028142
639,___6__,44201.33333,146.9,48.96666667,6550070.6,3,39.98005209,116.2028767,639,9172.787463,8537.136032
640,_____26__,42783,57.5,57.5,2460022.5,1,39.99294385,116.1893173,640,8906.920812,9670.373023
641,____,39702.26415,4606.35,86.91226415,182722383.6,53,39.966157,116.208066,641,10187.76153,8308.943753
642,____,88316,372.66,93.165,32190111.2,4,39.960066,116.246935,642,9599.824766,5645.290696
643,_____27__,41632.25,457.04,57.13,19030209.12,8,39.9943839,116.198161,643,8281.32857,9016.112625
644,_____A_,80603.5,655.41,109.235,50850383.65,6,39.959252,116.243543,644,9756.713248,5921.808855
645,_____B_,59384,651.39,162.8475,38620327.88,4,39.959252,116.243543,645,9756.713248,5921.808855
646,____,62007.5,117.83,58.915,7225087.42,2,39.9573112,116.2858281,646,9607.618096,3407.623122
647,______40__,66104.75,232.2,58.05,15245146.8,4,39.947238,116.345284,647,11894.09163,4539.269617
648,____31__,78351.58333,726.1,60.50833333,57485422.2,12,39.9488769,116.345015,648,11721.3127,4376.53328
649,____34__,59281,97.3,48.65,5910040.6,2,39.950032,116.348482,649,11727.92835,4432.230986
650,____38__,56115.5,103.86,51.93,5840027.79,2,39.951215,116.348354,650,11606.97171,4323.496627
651,____40__,64801,170.9,56.96666667,11060124.5,3,39.950427,116.348631,651,11694.40704,4405.052829
652,____48__,73892,309.8,51.63333333,23120212.7,6,39.950835,116.350758,652,11732.00495,4475.414542
653,____50__,75903.5,136.1,68.05,10330071.4,2,39.9507,116.350806,653,11746.95441,4489.21182
654,____56__,65765.33333,358.25,59.70833333,23890187.44,6,39.9484889,116.349069,654,11900.95724,4595.541107
655,____7__,86527.5,122.4,61.2,10500034.5,2,39.950032,116.348482,655,11727.92835,4432.230986
656,____,83907.5,3134.42,92.18882353,263061450.8,34,39.9497909,116.3458549,656,11659.20518,4330.982111
657,______40__,76278.33333,1446.42,68.87714286,108958554.5,21,39.947238,116.345284,657,11894.09163,4539.269617
658,____,75193.35714,1710.17,122.155,128270702.1,14,39.945915,116.359149,658,12526.09327,5315.271625
659,_____,68918.88571,2049.3,58.55142857,138890946,35,39.956368,116.354651,659,11349.59068,4252.907465
660,____,44574.90909,1751.68,159.2436364,74910582.69,11,39.9478734,116.3558414,660,12210.35092,4982.253978
661,______,61475.91667,2420,100.8333333,140308140.3,24,39.950201,116.355247,661,11962.85049,4760.506041
662,___,74816.25,435.4,54.425,32810226.4,8,39.947374,116.344518,662,11854.77763,4494.23868
663,____,66449.05556,1969.95,109.4416667,128251062.1,18,39.946161,116.350061,663,12165.97394,4848.635141
664,_____,74744.66667,230.52,76.84,17230140.56,3,39.907029,116.188281,664,16703.46671,12717.15684
665,____,70819.17857,4189.98,149.6421429,295489735.6,28,39.95109279,116.3480388,665,11607.6283,4318.675195
666,___,73263.125,837.99,104.74875,60950294.98,8,39.945862,116.348603,666,12144.62129,4809.986101
667,___56___,64001.33333,296.96,49.49333333,19120170.6,6,39.95038868,116.3518395,667,11815.63204,4567.72428
668,____,68729.36364,1319.2,119.9272727,87140643.3,11,39.94736156,116.3513548,668,12093.89122,4802.909714
669,____60__,71671.83333,399.48,66.58,28356133.2,6,39.957726,116.338747,669,10625.3041,3295.059007
670,______43__,60814.28571,777.3,55.52142857,47370406.3,14,39.947021,116.355625,670,12284.75947,5042.399135
671,___,60227.28571,628.22,89.74571429,37290231.48,7,39.95723,116.35463,671,11267.06787,4189.725089
672,____,75089.55,2344.46,117.223,179796155.6,20,39.94557703,116.3549883,672,12401.47727,5133.519976
673,____,59439.625,477.7,59.7125,28080322.03,8,39.95625879,116.3473186,673,11075.71592,3849.720241
674,____,42722.80952,2052.2,48.86190476,86903870.65,42,39.94018032,116.3466087,674,12646.85378,5261.805072
675,___,86310.09524,2363.53,112.5490476,208491269,21,39.945144,116.346161,675,12133.0819,4771.41617
676,____15__,67273,352.15,117.3833333,22380105.93,3,39.9524479,116.347764,676,11464.57191,4188.805879
677,____19__,70498.5,95.4,47.7,6710018.7,2,39.95162,116.348116,677,11558.59172,4277.009872
678,____21__,59251,230.94,115.47,13656078.06,2,39.9510749,116.348258,678,11617.27683,4330.885617
679,___,70961.76923,663.77,51.05923077,44860373.71,13,39.966209,116.355134,679,10452.58888,3667.227109
680,____21__,72014.4,876.36,87.636,64160531.44,10,39.964972,116.356821,680,10639.8894,3846.94656
681,_____26__,67644,277.5,69.375,18930180.6,4,39.95136548,116.3565586,681,11902.09371,4738.898631
682,_____4__,75955,260.5,86.83333333,20710143.2,3,39.95440715,116.3553435,682,11563.69424,4437.717523
683,______26_,64150,175.93,58.64333333,11300087.11,3,39.95109936,116.3566456,683,11930.97435,4764.510322
684,______6__,71886.4,541.61,108.322,38650139.74,5,39.95362217,116.3560284,684,11665.73451,4535.809523
685,______26_,69459.5,114.7,57.35,7980058.6,2,39.95192257,116.3564818,685,11845.81259,4691.302696
686,____21_,49755,81.6,81.6,4060008,1,39.94978275,116.3629784,686,12310.7469,5220.804246
687,____5_,71729,78.7,78.7,5645072.3,1,39.95145308,116.3626687,687,12141.12608,5079.752536
688,_____3_,55625,113.26,113.26,6300087.5,1,39.95401817,116.3566972,688,11654.8889,4544.395633
689,____,69686,54.1,54.1,3770012.6,1,39.957061,116.360827,689,11541.14629,4579.787693
690,____21__,62103.25,458.88,57.36,29846203.76,8,39.957138,116.370186,690,11949.9991,5178.344283
691,____3__,79984,155.3,51.76666667,12380046.9,3,39.966265,116.369796,691,11131.80142,4702.533593
692,____5_,58064.33333,146.98,48.99333333,8240050.78,3,39.970814,116.369406,692,10726.53033,4517.285325
693,_____25__,75342.5,610.66,76.3325,46375354.92,8,39.95471,116.371113,693,12209.96652,5383.430474
694,____32__,57997.95833,1480.8,61.7,85468769.6,24,39.9562559,116.357569,694,11479.19341,4434.300115
695,____34__,61294,126.3,63.15,7740079.2,2,39.957947,116.356835,695,11290.14849,4273.300529
696,____6_,76470.33333,153.7,51.23333333,11690046.5,3,39.957831,116.368389,696,11805.58503,5019.419784
697,____8_,59486,173.3,57.76666667,10310039.8,3,39.957825,116.36665,697,11727.20936,4905.324787
698,_____10__,76803,112,56,8610086,2,39.956763,116.365722,698,11781.94636,4909.415129
699,____,61854.8125,2883.32,60.06916667,179294274.9,48,39.954771,116.359254,699,11688.30926,4639.765988
700,_____10__,68589.66667,159.08,53.02666667,10180088.06,3,39.956763,116.365722,700,11781.94636,4909.415129
701,_____12_,67147,378.18,54.02571429,25740159.23,7,39.957679,116.364165,701,11629.53344,4752.603138
702,____,61134.76712,4079.63,55.88534247,251123306.1,73,39.95181291,116.3612538,702,12048.78356,4970.905039
703,___,58907.33333,359.03,59.83833333,21575209.16,6,39.95138743,116.3601397,703,12043.28674,4938.221045
704,______,65970.44444,605.51,67.27888889,40420259.74,9,39.962796,116.358103,704,10895.16386,4052.357431
705,_____34__,55270,85.4,85.4,4720058,1,39.9665649,116.366927,705,10965.99208,4483.334348
706,_____40__,69168.45455,887.27,80.66090909,61710413.98,11,39.9659,116.364511,706,10908.51381,4338.597947
707,_____44__,69003,64.49,64.49,4450003.47,1,39.9674879,116.359477,707,10532.73139,3910.701089
708,_____46__,67513.2,713.19,71.319,46606291,10,39.966784,116.356835,708,10475.82858,3756.680991
709,____,66007.4125,6904.94,86.31175,454726349,80,39.953703,116.361407,709,11877.98631,4843.910049
710,____,61168.75,693.39,86.67375,43370322.92,8,39.9529191,116.3559741,710,11730.5874,4586.209554
711,____,74479,84.6,42.3,6184015,2,39.95098831,116.358789,711,12026.60155,4891.998514
712,___,66739.28571,1896.87,67.74535714,127533761.2,28,39.95108226,116.3574776,712,11965.42687,4811.692334
713,___10___,63083.8,459.33,91.866,29150173.35,5,39.95055932,116.3580802,713,12039.20346,4885.687918
714,___10__,64735.71429,439.8,62.82857143,28980249.6,7,39.95024108,116.3541662,714,11917.59456,4700.187178
715,___15_16__,60584.92308,1709.58,65.75307692,104275770.1,26,39.94873161,116.3579277,715,12208.03248,5021.851724
716,____2__,61392.2,318.34,63.668,19840220.68,5,39.95137672,116.3645508,716,12227.12611,5196.294496
717,_____1_,71313,224.92,56.23,15981094.03,4,39.95024108,116.3541662,717,11917.59456,4700.187178
718,_______,62048.09091,598.3,54.39090909,38190266.69,11,39.95038868,116.3518395,718,11815.63204,4567.72428
719,____,59188.54688,2475.93,38.68640625,146369105.3,64,39.95070414,116.3626438,719,12210.34324,5133.141646
720,____31__,61737.8,344.17,68.834,20530160.43,5,39.95193,116.371257,720,12467.55567,5568.409105
721,___3__,47399.5,108.49,54.245,5150037.91,2,39.950523,116.362325,721,12214.21504,5128.126677
722,____,64812.75862,1634.69,56.36862069,105465724.8,29,39.95005636,116.3609745,722,12203.05888,5086.123434
723,____,60237.5,685.4,57.11666667,40660418.2,12,39.949914,116.361969,723,12256.98509,5153.290345
724,____45__,64064,50.7,50.7,3248044.8,1,39.9489272,116.3600193,724,12271.84192,5119.931882
725,____46__,70122.25,789.03,65.7525,55890505.64,12,39.9481993,116.360319,725,12353.11705,5193.504613
726,___,64595.80488,2316.82,56.50780488,149825103.6,41,39.9498,116.3573,726,12081.06796,4902.747112
727,___20__,70268.33333,349.35,58.225,24630159.91,6,39.947298,116.356554,727,12293.12069,5066.689503
728,_______5_,67472.25,981.3,61.33125,66530545.8,16,39.94729,116.36575,728,12659.37899,5566.214893
729,_____,50609.75,978.35,122.29375,49975421.93,8,40.005689,116.351605,729,7061.297721,4021.043428
730,____6__,63557.25,369.8,92.45,23610236,4,40.00581637,116.3451746,730,6659.910373,3677.416569
731,____9__,62311.28,1636.75,65.47,103420826.6,25,40.00581637,116.3451746,731,6659.910373,3677.416569
732,_____,56675.375,1775.34,73.9725,101800958.8,24,40.00015721,116.3358773,732,6566.625597,2729.902711
733,____27__,61328.67857,1881.64,67.20142857,114920876.5,28,40.001621,116.349851,733,7236.044551,3625.613116
734,___,69076.33333,475.57,158.5233333,33100155.97,3,40.016025,116.356685,734,6789.421643,5116.245617
735,___125__,55204.16667,699.91,116.6516667,38570362.02,6,40.01419,116.357294,735,6925.557739,4997.154785
736,___14__,52731.33333,494,82.33333333,26210255.2,6,40.012105,116.345602,736,6269.764054,4238.201349
737,___16__,49802.5,107.2,53.6,5345034.9,2,40.0114325,116.3440157,737,6211.15185,4105.545652
738,_____,65827.63636,738.6,67.14545455,48570337.5,11,40.006009,116.344113,738,6582.778661,3638.425525
739,____,57465.3,791.12,79.112,45570314.73,10,40.00565658,116.3410533,739,6427.366223,3455.974585
740,___18__,59621,208.17,52.0425,12140097.5,4,40.00967002,116.3463976,740,6474.880458,4062.748362
741,___14__,57272.78571,969.21,69.22928571,55530319.42,14,40.00100259,116.3434339,741,6911.11321,3203.042182
742,____39__,62048.5,268.68,67.17,16150085.9,4,39.98875683,116.3468714,742,8077.947813,2740.700417
743,___,33972.33333,436.77,145.59,14850276.03,3,40.01100045,116.3467607,743,6412.938731,4195.342414
744,___,50908.53333,1901.2,126.7466667,93891219.6,15,40.01080578,116.3489733,744,6566.830625,4287.412457
745,____,63405.88732,5643.65,79.48802817,360507997.2,71,40.01272816,116.3457007,745,6237.678114,4298.539107
746,____,65092.30435,1118.43,48.6273913,73035456.23,23,40.00195052,116.3446053,746,6906.290858,3341.139144
747,____,47728,746.86,74.686,35800305.18,10,40.016113,116.34111,747,5735.209087,4423.212065
748,________,80998.625,398.39,49.79875,31705170.23,8,40.004488,116.3499723,748,7042.050258,3837.876135
749,___,50587.34286,5031.27,71.87528571,252452346.9,70,40.011217,116.351457,749,6702.767838,4448.337415
750,___,53117.18182,2425.19,73.49060606,126751245.8,33,40.01440421,116.3421678,750,5906.925546,4301.193765
751,____,58846.86667,1171.84,78.12266667,67812970.54,15,40.00517972,116.3455719,751,6728.498005,3646.765544
752,___,74290.04762,1462.5,69.64285714,109277711.1,21,40.00368616,116.3441879,752,6754.06413,3452.988073
753,____,59340.03333,3171.82,105.7273333,186131659.9,30,39.999833,116.354345,753,7630.261592,3794.120672
754,_____,50006.82609,1893.92,82.34434783,92530943.59,23,39.916866,116.208336,754,15091.91088,10827.03783
755,_____,52061.66667,1558.25,74.20238095,79631791.76,21,39.9193278,116.2088985,755,14821.27405,10614.81286
756,_____,49267.09677,2833.08,91.38967742,138121483.9,31,39.921996,116.207019,756,14600.14868,10537.94936
757,___,53884.1,689.46,68.946,36505350.16,10,40.011582,116.284963,757,3600.202268,3997.044808
758,_____36__,78118.5,92.58,46.29,7230068.04,2,39.98952487,116.2789302,758,6013.889972,2795.177093
759,______,58929,56,56,3300024,1,39.97686328,116.2425565,759,7922.666938,5486.008717
760,____4__,61029,48.83,48.83,2980046.07,1,39.9890622,116.2840088,760,6080.426665,2407.636545
761,____11__,71651.16667,508.3,84.71666667,36200351.92,6,39.98955862,116.2807027,761,6012.569712,2666.899715
762,_____35__,67737,56.1,56.1,3800045.7,1,39.98975212,116.2802323,762,5990.141397,2708.465947
763,_____1__,65141,56.8,56.8,3700008.8,1,39.99160896,116.2868999,763,5819.298625,2323.684276
764,___,66455.13333,1127.96,75.19733333,74505522.36,15,40.00788982,116.2810158,764,3979.611648,3849.857875
765,_____,72162.55556,561.7,62.41111111,40375347.4,9,39.99875027,116.2694107,765,5038.173256,3892.75018
766,_____,68274.5,263.06,65.765,18090084.58,4,39.98973598,116.2862562,766,6020.7823,2275.075161
767,______,61196.1,707.72,70.772,44090335.33,10,39.9799609,116.2497947,767,7415.092502,4904.74005
768,______,68282,171.35,171.35,11700120.7,1,39.917223,116.257035,768,14139.26648,8344.974365
769,____,50062.54545,1039.87,94.53363636,51880684.25,11,39.92207238,116.2472613,769,13717.51013,8331.007389
770,_____,56461.32432,3154.4,85.25405405,171626524.4,37,39.91830346,116.2477488,770,14123.24952,8643.576046
771,_____,57024.78125,2982.95,93.2171875,166116356,32,39.91803366,116.2512508,771,14109.75787,8512.227103
772,_____,54991.19512,3322.99,81.04853659,173476777.3,41,39.9206857,116.2537181,772,13790.8281,8161.180872
773,_____,56591.84211,1549.73,81.56473684,87398712.61,19,39.92012883,116.2503276,773,13890.79649,8362.334885
774,___16__,50270.71429,421.24,60.17714286,21210235.7,7,39.9116118,116.2474336,774,14860.11732,9269.529627
775,___48__,62904,159.65,79.825,10050062.32,2,39.89845888,116.2593379,775,16192.91671,10107.27349
776,_____18_,81255,104.61,104.61,8500085.55,1,39.902577,116.259698,776,15735.03738,9680.483743
777,____,35179,230.83,115.415,12110091.21,2,39.925049,116.246115,777,13408.57569,8128.561802
778,___12__,59643,121.4,60.7,7190052.4,2,39.918045,116.263126,778,14000.79542,8029.248859
779,____,63422,1301.54,216.9233333,82480784.5,6,39.923474,116.239412,779,13685.63621,8599.598282
780,_____220_,53589.33333,163.63,54.54333333,8500105.96,3,39.921256,116.250023,780,13770.95266,8274.733869
781,_____9__,48656.25,404.76,101.19,19730066.78,4,39.920986,116.248203,781,13823.72793,8382.763745
782,___46__,71731.46154,1570.27,60.395,111460862.3,26,39.906693,116.2534259,782,15333.81767,9496.237146
783,___,74172,57.3,57.3,4250055.6,1,39.995562,116.297207,783,5537.298773,1996.666504
784,_____,69477.61111,938,52.11111111,65155506.6,18,39.9732617,116.3692888,784,10516.87402,4445.355143
785,____,48749,298.56,149.28,14570198.16,2,39.986871,116.301983,785,6566.324452,1053.299129
786,___,65417.92593,1676.79,62.10333333,111186979.6,27,39.989191,116.301272,786,6303.58778,1259.631434
787,___13__,82660.75,189.51,47.3775,15350070.84,4,39.96482,116.341714,787,10033.77899,2881.517234
788,___5__,78849.8,458.81,91.762,36270268.84,5,39.961755,116.343643,788,10403.81525,3218.207081
789,___9__,60423.5,173.22,86.61,10350112.29,2,39.960966,116.342837,789,10450.60722,3233.439032
790,____,40672,460.24,92.048,18580134.23,5,39.96612,116.323146,790,9281.849767,1866.517252
791,_______,77338.36111,2188.11,60.78083333,168141117.5,36,39.96514,116.329773,791,9584.024112,2219.892042
